city,state,country,lat,lng
San Francisco,CA,usa,37.7749295,-122.4194155
Fresno,CA,usa,36.7377981,-119.7871247
Bakersfield,CA,usa,35.3732921,-119.0187125
Long Beach,CA,usa,33.7700504,-118.1937395
Santa Rosa,CA,usa,38.440429,-122.7140548
Riverside,CA,usa,33.9806005,-117.3754942
Santa Barbara,CA,usa,34.4208305,-119.6981901
Modesto,CA,usa,37.6392595,-120.9970014
Redding,CA,usa,40.5865396,-122.3916754
Burbank,CA,usa,34.1808392,-118.3089661
Huntington Beach,CA,usa,33.6594835,-117.9988026
Ventura,CA,usa,34.2804923,-119.2945199
Anaheim,CA,usa,33.8365932,-117.9143012
Irvine,CA,usa,33.6845673,-117.8265049
El Cajon,CA,usa,32.7947731,-116.9625269
Oakland,CA,usa,37.8043514,-122.2711639
Palm Springs,CA,usa,33.8302961,-116.5452921
Temecula,CA,usa,33.4934243,-117.1488156
Escondido,CA,usa,33.1192068,-117.086421
San Bernardino,CA,usa,34.1083449,-117.2897652
Santa Cruz,CA,usa,36.9741171,-122.0307963
Corona,CA,usa,33.8752935,-117.5664384
Stockton,CA,usa,37.9577016,-121.2907796
Roseville,CA,usa,38.7521235,-121.2880059
Hayward,CA,usa,37.6687665,-122.0809964
Antioch,CA,usa,38.0049214,-121.805789
Chico,CA,usa,39.7284944,-121.8374777
Carlsbad,CA,usa,33.1580933,-117.3505939
Santa Monica,CA,usa,34.0194543,-118.4911912
Whittier,CA,usa,33.9791793,-118.032844
Oxnard,CA,usa,34.1975048,-119.1770516
Simi Valley,CA,usa,34.2694474,-118.781482
Palmdale,CA,usa,34.5794343,-118.1164613
Santa Ana,CA,usa,33.7454725,-117.867653
Napa,CA,usa,38.2975381,-122.286865
Oceanside,CA,usa,33.1958696,-117.3794834
Fairfield,CA,usa,38.2491956,-122.0405151
Fontana,CA,usa,34.0922335,-117.435048
Garden Grove,CA,usa,33.7742692,-117.9379952
Pasadena,CA,usa,34.1477849,-118.1445155
Torrance,CA,usa,33.8358492,-118.3406288
Salinas,CA,usa,36.6777372,-121.6555013
Visalia,CA,usa,36.3301329,-119.2966367
Lancaster,CA,usa,34.6867846,-118.1541632
Palm Desert,CA,usa,33.7222445,-116.3744556
Rancho Cucamonga,CA,usa,34.1063989,-117.5931084
Clovis,CA,usa,36.8252277,-119.7029194
Fremont,CA,usa,37.5485396,-121.988583
Watsonville,CA,usa,36.910231,-121.7568946
Elk Grove,CA,usa,38.4087993,-121.3716178
North Hollywood,CA,usa,34.1794165,-118.3790527
Vacaville,CA,usa,38.3565773,-121.9877444
Chula Vista,CA,usa,32.6400541,-117.0841955
Eureka,CA,usa,40.8020712,-124.1636729
Orange,CA,usa,33.7879085,-117.855281
Van Nuys,CA,usa,34.1898566,-118.451357
Hemet,CA,usa,33.7475203,-116.9719684
Vista,CA,usa,33.2000368,-117.2425355
Fullerton,CA,usa,33.8703645,-117.9242123
Petaluma,CA,usa,38.232417,-122.6366524
San Clemente,CA,usa,33.4273521,-117.6126004
San Rafael,CA,usa,37.9735346,-122.5310874
Sherman Oaks,CA,usa,34.1489719,-118.451357
Glendale,CA,usa,34.1425078,-118.255075
La Mesa,CA,usa,32.7678287,-117.0230839
Monterey,CA,usa,36.6002378,-121.8946761
Newport Beach,CA,usa,33.6188829,-117.9298493
Pomona,CA,usa,34.055103,-117.7499909
Redondo Beach,CA,usa,33.8491816,-118.3884078
Santa Clara,CA,usa,37.3541079,-121.9552356
Citrus Heights,CA,usa,38.6830822,-121.2976028
Davis,CA,usa,38.5449065,-121.7405167
Mission Viejo,CA,usa,33.5968913,-117.6581562
Ridgecrest,CA,usa,35.6224561,-117.6708966
San Pedro,CA,usa,33.7360619,-118.2922461
Thousand Oaks,CA,usa,34.1705609,-118.8375937
Berkeley,CA,usa,37.8715226,-122.273042
Hollister,CA,usa,36.8524545,-121.4016021
Moreno Valley,CA,usa,33.9424658,-117.2296717
Porterville,CA,usa,36.0651431,-119.0164344
Redlands,CA,usa,34.0555693,-117.1825381
Santa Maria,CA,usa,34.9530337,-120.4357191
Tracy,CA,usa,37.7395818,-121.4260018
Concord,CA,usa,37.9779776,-122.0310733
Costa Mesa,CA,usa,33.6638439,-117.9047429
Hollywood,CA,usa,34.0928092,-118.3286614
Indio,CA,usa,33.7205771,-116.2155619
Lake Elsinore,CA,usa,33.6680772,-117.3272615
Merced,CA,usa,37.3021632,-120.4829677
Murrieta,CA,usa,33.5539143,-117.2139232
Norwalk,CA,usa,33.9022367,-118.081733
Vallejo,CA,usa,38.1040864,-122.2566367
Covina,CA,usa,34.0900091,-117.8903397
Grass Valley,CA,usa,39.2190608,-121.0610606
Livermore,CA,usa,37.6818688,-121.7684732
Martinez,CA,usa,38.0193657,-122.1341321
Santa Clarita,CA,usa,34.3916641,-118.542586
Victorville,CA,usa,34.5362184,-117.2927641
Rohnert Park,CA,usa,38.3396367,-122.7010984
Sonoma,CA,usa,38.291859,-122.4580356
Woodland,CA,usa,38.6785157,-121.7732971
Apple Valley,CA,usa,34.5008311,-117.1858759
Madera,CA,usa,36.9613356,-120.0607176
Menifee,CA,usa,33.6971468,-117.185294
Spring Valley,CA,usa,32.744774,-116.998916
Camarillo,CA,usa,34.2163937,-119.0376023
Sonora,CA,usa,37.9829496,-120.3821724
Castro Valley,CA,usa,37.6955029,-122.0738678
Folsom,CA,usa,38.6779591,-121.1760583
Malibu,CA,usa,34.0380585,-118.6923438
Placerville,CA,usa,38.7296252,-120.798546
Sunnyvale,CA,usa,37.36883,-122.0363496
Upland,CA,usa,34.09751,-117.6483876
Campbell,CA,usa,37.2871651,-121.9499568
Hesperia,CA,usa,34.4263886,-117.3008784
Auburn,CA,usa,38.8965654,-121.0768901
Benicia,CA,usa,38.049365,-122.1585777
Claremont,CA,usa,34.0966764,-117.7197785
Downey,CA,usa,33.9401088,-118.1331593
Lakewood,CA,usa,33.8536269,-118.1339563
Mojave,CA,usa,35.0524699,-118.1739645
Ontario,CA,usa,34.0633443,-117.6508876
Turlock,CA,usa,37.4945743,-120.8459786
Santee,CA,usa,32.8383828,-116.9739167
Walnut Creek,CA,usa,37.9100783,-122.0651819
Encinitas,CA,usa,33.0369867,-117.2919818
Goleta,CA,usa,34.4358294,-119.8276389
Lodi,CA,usa,38.1341477,-121.2722194
Los Banos,CA,usa,37.0582786,-120.8499151
Montebello,CA,usa,34.0165053,-118.1137535
Oroville,CA,usa,39.5137752,-121.556359
Palo Alto,CA,usa,37.4418834,-122.1430195
Poway,CA,usa,32.9628232,-117.0358646
Reseda,CA,usa,34.2011141,-118.5360517
San Marcos,CA,usa,33.1433723,-117.1661449
Tustin,CA,usa,33.7420005,-117.8236391
Barstow,CA,usa,34.8957957,-117.0172826
Carmichael,CA,usa,38.617127,-121.3282843
Cathedral City,CA,usa,33.7805388,-116.4668036
Laguna Niguel,CA,usa,33.5236744,-117.7149438
Manteca,CA,usa,37.7974273,-121.2160526
Paso Robles,CA,usa,35.6368759,-120.6545022
Sebastopol,CA,usa,38.4021359,-122.8238806
Venice,CA,usa,33.9850469,-118.4694832
Yucaipa,CA,usa,34.033625,-117.0430865
Anderson,CA,usa,40.448208,-122.2977815
Crescent City,CA,usa,41.7557501,-124.2025913
Dana Point,CA,usa,33.4672256,-117.6981014
Gilroy,CA,usa,37.0029828,-121.5566373
Lakeside,CA,usa,32.8572718,-116.9222488
San Leandro,CA,usa,37.7257663,-122.1568554
Valencia,CA,usa,34.419837,-118.5627013
Westminster,CA,usa,33.7591757,-117.9897058
Woodland Hills,CA,usa,34.165357,-118.6089752
Buena Park,CA,usa,33.8674044,-117.9981387
Chino,CA,usa,34.0122346,-117.688944
Fallbrook,CA,usa,33.3764196,-117.2511466
Novato,CA,usa,38.1074198,-122.5697032
Oakley,CA,usa,37.9974219,-121.7124536
Pleasanton,CA,usa,37.6604484,-121.8757968
Rialto,CA,usa,34.1064001,-117.3703235
Rocklin,CA,usa,38.7907339,-121.2357828
Tehachapi,CA,usa,35.1321877,-118.4489739
Ukiah,CA,usa,39.1501709,-123.2077831
Alameda,CA,usa,37.7798721,-122.2821855
Culver City,CA,usa,34.0211224,-118.3964665
El Centro,CA,usa,32.792,-115.5630514
La Jolla,CA,usa,32.8328112,-117.2712717
Laguna Beach,CA,usa,33.5427189,-117.7853568
Laguna Hills,CA,usa,33.5916433,-117.6986604
Lincoln,CA,usa,38.891565,-121.2930079
Pico Rivera,CA,usa,33.9830688,-118.096735
San Luis Obispo,CA,usa,35.2827524,-120.6596156
West Covina,CA,usa,34.0686208,-117.9389526
Canoga Park,CA,usa,34.208254,-118.6058609
Chatsworth,CA,usa,34.2506356,-118.61481
Daly City,CA,usa,37.6879241,-122.4702079
Kelseyville,CA,usa,38.9779531,-122.8394375
Lake Forest,CA,usa,33.6469437,-117.6861023
Orland,CA,usa,39.7473803,-122.1963748
Patterson,CA,usa,37.4716546,-121.1299128
Perris,CA,usa,33.7825194,-117.2286478
Richmond,CA,usa,37.9357576,-122.3477486
San Jacinto,CA,usa,33.7839084,-116.958635
Los Altos,CA,usa,37.3852183,-122.1141298
Ojai,CA,usa,34.4480495,-119.242889
Pittsburg,CA,usa,38.0279762,-121.8846806
Ramona,CA,usa,33.0376384,-116.8765386
San Mateo,CA,usa,37.5629917,-122.3255254
San Ramon,CA,usa,37.7643595,-121.9539616
Studio City,CA,usa,34.1395597,-118.3870991
Wilmington,CA,usa,33.7857948,-118.2643567
Fortuna,CA,usa,40.5981867,-124.1572756
La Quinta,CA,usa,33.6633573,-116.3100095
Lompoc,CA,usa,34.6391501,-120.4579409
Marysville,CA,usa,39.1457253,-121.5913547
Mountain View,CA,usa,37.3860517,-122.0838511
Quincy,CA,usa,39.9368363,-120.9471764
Yuba City,CA,usa,39.1404477,-121.6169108
Yucca Valley,CA,usa,34.1141743,-116.432235
Brentwood,CA,usa,37.931868,-121.6957863
Glendora,CA,usa,34.1361187,-117.865339
Half Moon Bay,CA,usa,37.4635519,-122.4285862
Highland,CA,usa,34.1211873,-117.2015791
Imperial Beach,CA,usa,32.5839444,-117.1130849
Joshua Tree,CA,usa,34.134728,-116.3130661
Milpitas,CA,usa,37.4323341,-121.8995741
Morgan Hill,CA,usa,37.1305012,-121.6543901
Mount Shasta,CA,usa,41.3098746,-122.3105666
Northridge,CA,usa,34.2381251,-118.530123
Red Bluff,CA,usa,40.1784886,-122.2358302
Rosamond,CA,usa,34.8641446,-118.1634075
San Dimas,CA,usa,34.1066756,-117.8067257
Susanville,CA,usa,40.4162842,-120.6530063
Sylmar,CA,usa,34.3058279,-118.4571974
Windsor,CA,usa,38.5471327,-122.8163802
Yorba Linda,CA,usa,33.8885035,-117.8132571
Arcadia,CA,usa,34.1397292,-118.0353449
Arroyo Grande,CA,usa,35.1185868,-120.5907252
Azusa,CA,usa,34.1336186,-117.9075627
Blythe,CA,usa,33.6177725,-114.5882607
Desert Hot Springs,CA,usa,33.9615186,-116.5013793
Hawthorne,CA,usa,33.9164032,-118.3525748
Rancho Palos Verdes,CA,usa,33.7444613,-118.3870173
Redwood City,CA,usa,37.4847955,-122.228141
South Gate,CA,usa,33.954737,-118.2120161
Alhambra,CA,usa,34.095287,-118.1270146
Aliso Viejo,CA,usa,33.5684605,-117.7262981
Antelope,CA,usa,38.7166871,-121.3644216
Arcata,CA,usa,40.8665166,-124.0828396
Atwater,CA,usa,37.3477174,-120.609084
Coalinga,CA,usa,36.139678,-120.3601496
La Habra,CA,usa,33.9318591,-117.946137
La Mirada,CA,usa,33.9172357,-118.0120086
La Puente,CA,usa,34.0200114,-117.9495083
Manhattan Beach,CA,usa,33.8847361,-118.4109089
Monrovia,CA,usa,34.1442616,-118.0019482
Placentia,CA,usa,33.8710729,-117.8627548
Rancho Santa Margarita,CA,usa,33.640171,-117.602832
South Lake Tahoe,CA,usa,38.939926,-119.9771868
Tulare,CA,usa,36.2077288,-119.3473379
Capitola,CA,usa,36.9752283,-121.953293
Carson,CA,usa,33.8316745,-118.281693
Clearlake,CA,usa,38.9582307,-122.6263728
Dublin,CA,usa,37.7159396,-121.9101221
El Dorado Hills,CA,usa,38.6857367,-121.082167
Fair Oaks,CA,usa,38.6446264,-121.2721718
Fountain Valley,CA,usa,33.7090212,-117.9544069
Healdsburg,CA,usa,38.6104658,-122.8691609
Nipomo,CA,usa,35.0427547,-120.4759986
Pismo Beach,CA,usa,35.1427533,-120.6412827
San Juan Capistrano,CA,usa,33.5019027,-117.6627655
Truckee,CA,usa,39.327962,-120.1832533
West Hills,CA,usa,34.1973122,-118.6439809
Brea,CA,usa,33.916475,-117.9002918
Calabasas,CA,usa,34.1539731,-118.6473801
Chino Hills,CA,usa,33.9898188,-117.7325848
Compton,CA,usa,33.8958492,-118.2200712
Danville,CA,usa,37.8215929,-121.9999606
Del Mar,CA,usa,32.9594891,-117.2653146
Encino,CA,usa,34.1517492,-118.5214282
Hanford,CA,usa,36.3274502,-119.6456844
Lemoore,CA,usa,36.3007835,-119.7829107
Newbury Park,CA,usa,34.1805403,-118.9070887
Oakdale,CA,usa,37.7666263,-120.8470308
Orangevale,CA,usa,38.6785145,-121.2257818
Pacifica,CA,usa,37.6327914,-122.4900652
Rancho Cordova,CA,usa,38.5890723,-121.302728
San Anselmo,CA,usa,37.9746458,-122.5616448
Baldwin Park,CA,usa,34.0852868,-117.9608978
Bellflower,CA,usa,33.8816818,-118.1170117
Bishop,CA,usa,37.3614238,-118.3996636
Borrego Springs,CA,usa,33.2558717,-116.375012
Corte Madera,CA,usa,37.9254806,-122.5274755
Crestline,CA,usa,34.2419509,-117.2855993
Eastvale,CA,usa,33.952463,-117.5848025
El Monte,CA,usa,34.0686206,-118.0275667
Gardena,CA,usa,33.8883487,-118.3089624
Littlerock,CA,usa,34.521104,-117.9836793
Playa del Rey,CA,usa,33.9564194,-118.4422317
San Fernando,CA,usa,34.2819461,-118.4389719
Seaside,CA,usa,36.6149217,-121.822098
Willits,CA,usa,39.4096079,-123.3555656
Cerritos,CA,usa,33.8583483,-118.0647871
Cloverdale,CA,usa,38.8054624,-123.0172227
Los Gatos,CA,usa,37.2358078,-121.9623751
Pleasant Hill,CA,usa,37.9479786,-122.0607963
Rancho Mirage,CA,usa,33.739744,-116.41279
Rosemead,CA,usa,34.0805651,-118.072846
San Fernando Valley,CA,usa,34.1825782,-118.4396756
Santa Paula,CA,usa,34.3541659,-119.0592705
Seal Beach,CA,usa,33.7414085,-118.1047682
Temple City,CA,usa,34.1072305,-118.0578456
West Los Angeles,CA,usa,34.0412085,-118.442596
Wildomar,CA,usa,33.5989126,-117.2800372
Atascadero,CA,usa,35.4894169,-120.6707255
Canyon Country,CA,usa,34.4235425,-118.4720633
Carpinteria,CA,usa,34.3988838,-119.5184564
Diamond Bar,CA,usa,34.0286226,-117.8103367
El Cerrito,CA,usa,37.9161326,-122.310765
Galt,CA,usa,38.2546373,-121.2999485
Hermosa Beach,CA,usa,33.8622366,-118.3995194
Lafayette,CA,usa,37.8857582,-122.1180201
Lake Arrowhead,CA,usa,34.2483396,-117.1892078
Landers,CA,usa,34.266114,-116.3930703
Mill Valley,CA,usa,37.9060368,-122.5449763
Moorpark,CA,usa,34.285558,-118.8820414
Morro Bay,CA,usa,35.3659445,-120.8499924
North Highlands,CA,usa,38.6857362,-121.3721745
Paramount,CA,usa,33.8894598,-118.1597911
Phelan,CA,usa,34.426288,-117.5725628
Pollock Pines,CA,usa,38.7612923,-120.5865935
San Gabriel,CA,usa,34.0961111,-118.1058333
South Pasadena,CA,usa,34.1161196,-118.1503488
Valley Springs,CA,usa,38.1915856,-120.8291033
Weed,CA,usa,41.4226498,-122.3861269
West Hollywood,CA,usa,34.0900091,-118.3617443
Agoura Hills,CA,usa,34.1533395,-118.7616764
Anaheim Hills,CA,usa,33.8508021,-117.7490656
Aptos,CA,usa,36.9771729,-121.8994016
Baker,CA,usa,35.2675155,-116.0739073
Banning,CA,usa,33.9255713,-116.8764103
Big Sur,CA,usa,36.2704233,-121.8080556
Brawley,CA,usa,32.9786566,-115.530267
Canyon Lake,CA,usa,33.6850215,-117.2730931
Cottonwood,CA,usa,40.3857087,-122.2808356
Cypress,CA,usa,33.8169366,-118.0368507
Duarte,CA,usa,34.1394513,-117.9772873
El Segundo,CA,usa,33.9191799,-118.4164652
Inglewood,CA,usa,33.9616801,-118.3531311
Marina del Rey,CA,usa,33.9802893,-118.4517449
Mariposa,CA,usa,37.4849377,-119.9662843
Monterey Park,CA,usa,34.0625106,-118.1228476
Newark,CA,usa,37.5299765,-122.0383968
Pacific Grove,CA,usa,36.6177374,-121.9166215
Paradise,CA,usa,39.7596061,-121.6219177
Riverbank,CA,usa,37.7360111,-120.9357139
San Bruno,CA,usa,37.6304904,-122.4110835
Saugus,CA,usa,34.4135244,-118.5404007
Shasta Lake,CA,usa,40.6804279,-122.3708419
South San Francisco,CA,usa,37.654656,-122.4077498
Taft,CA,usa,35.1424671,-119.4565078
Tarzana,CA,usa,34.1494848,-118.5506158
Twenty Nine Palms,CA,usa,34.1355582,-116.0541689
Union City,CA,usa,37.5933562,-122.0438609
West Sacramento,CA,usa,38.5804609,-121.530234
Yosemite National Park,CA,usa,37.8651011,-119.5383294
Beverly Hills,CA,usa,34.0736204,-118.4003563
Big Bear,CA,usa,34.2438963,-116.9114215
Boulder Creek,CA,usa,37.1260578,-122.1221869
Cameron Park,CA,usa,38.6687929,-120.9871643
Ceres,CA,usa,37.5947202,-120.9568815
Desert Center,CA,usa,33.7133313,-115.4004287
Fairfax,CA,usa,37.9871454,-122.5888686
Granada Hills,CA,usa,34.2793576,-118.5021527
Grover Beach,CA,usa,35.1216424,-120.6212821
Lone Pine,CA,usa,36.6060444,-118.0628654
Mammoth Lakes,CA,usa,37.648546,-118.972079
Maywood,CA,usa,33.9866807,-118.185349
McKinleyville,CA,usa,40.9465152,-124.1006205
Montclair,CA,usa,34.0775104,-117.6897776
National City,CA,usa,32.6781085,-117.0991967
Needles,CA,usa,34.8480597,-114.6141315
Orange County,CA,usa,33.7174708,-117.8311428
Pacific Palisades,CA,usa,34.0356331,-118.5155901
Altadena,CA,usa,34.190162,-118.1313188
Calistoga,CA,usa,38.5787965,-122.5797054
Cambria,CA,usa,35.5641381,-121.0807468
Camp Pendleton,CA,usa,33.3178416,-117.3205123
Carmel,CA,usa,36.5552386,-121.9232879
Colton,CA,usa,34.0739016,-117.3136547
Cotati,CA,usa,38.3293416,-122.7096666
Cupertino,CA,usa,37.3229978,-122.0321823
East Los Angeles,CA,usa,34.0224417,-118.1669736
Edwards AFB,CA,usa,34.9240314,-117.8912085
Emeryville,CA,usa,37.8395028,-122.2892278
Exeter,CA,usa,,
Fort Bragg,CA,usa,39.445723,-123.8052935
Granite Bay,CA,usa,38.7632345,-121.1638361
La Crescenta,CA,usa,34.2286202,-118.2350674
Lakeport,CA,usa,39.0429506,-122.9158293
Lathrop,CA,usa,37.8227046,-121.27661
Lemon Grove,CA,usa,32.7425516,-117.0314172
Los Alamitos,CA,usa,33.8032009,-118.0718894
Los Alamos,CA,usa,34.7444264,-120.2782114
Marina Del Rey,CA,usa,33.9802893,-118.4517449
Morongo Valley,CA,usa,34.0469549,-116.5808472
Nevada City,CA,usa,39.2615606,-121.0160594
Newhall,CA,usa,34.373361,-118.5400404
Orinda,CA,usa,37.8771476,-122.1796888
Penn Valley,CA,usa,39.196005,-121.1910659
Rancho Bernardo,CA,usa,33.0335773,-117.0805825
San Bernadino,CA,usa,34.1083449,-117.2897652
San Pablo,CA,usa,37.9621457,-122.3455263
Trinidad,CA,usa,41.059291,-124.1431246
Tujunga,CA,usa,34.2596475,-118.3082747
Yreka,CA,usa,41.7354186,-122.6344708
Alta Loma,CA,usa,34.1222317,-117.5981086
Alturas,CA,usa,41.4871146,-120.5424555
American Canyon,CA,usa,38.1749178,-122.2608044
Avalon,CA,usa,33.3428193,-118.3282279
Avenal,CA,usa,36.0041223,-120.1290272
Beaumont,CA,usa,33.9294606,-116.977248
Big Bear Lake,CA,usa,34.2438963,-116.9114215
Big Pine,CA,usa,37.1649307,-118.289546
Bloomington,CA,usa,34.07029,-117.3958797
Burney,CA,usa,40.8823811,-121.6608205
Coronado,CA,usa,32.6858853,-117.1830891
Death Valley,CA,usa,36.5322649,-116.9325408
Discovery Bay,CA,usa,37.9085357,-121.6002291
Eagle Rock,CA,usa,34.1391568,-118.2140883
Foothill Ranch,CA,usa,33.6831832,-117.6664308
Foresthill,CA,usa,39.0201768,-120.8179891
Foster City,CA,usa,37.5585465,-122.2710788
Grand Terrace,CA,usa,34.0339031,-117.3136544
Joshua Tree National Park,CA,usa,33.873415,-115.9009923
Laguna Woods,CA,usa,33.6101702,-117.7251162
Live Oak,CA,usa,39.2757232,-121.6599701
Lucerne Valley,CA,usa,34.4437599,-116.9676823
Marin County,CA,usa,38.083403,-122.7633036
Marina,CA,usa,36.6844029,-121.802173
Mira Loma,CA,usa,33.9845417,-117.5159449
Oak Park,CA,usa,34.1791715,-118.7628685
Panorama City,CA,usa,34.227617,-118.442425
Pinole,CA,usa,38.0043667,-122.2988587
Port Hueneme,CA,usa,34.1477829,-119.1951074
Porter Ranch,CA,usa,34.2822134,-118.5506158
San Carlos,CA,usa,37.5071591,-122.2605222
Saratoga,CA,usa,37.2717475,-122.0184265
Sausalito,CA,usa,37.8590937,-122.4852507
Shafter,CA,usa,35.5005139,-119.2717761
Shaver Lake,CA,usa,37.1064452,-119.319391
Solvang,CA,usa,34.5958201,-120.1376481
Sun City,CA,usa,33.7091878,-117.1972566
Sunland,CA,usa,34.2596475,-118.3082747
Tahoe City,CA,usa,39.1677134,-120.1451812
Tiburon,CA,usa,37.8735377,-122.4566392
Valley Village,CA,usa,34.1633045,-118.3841777
Yosemite,CA,usa,37.7455701,-119.5936038
Acton,CA,usa,34.469994,-118.1967418
Adelanto,CA,usa,34.5827699,-117.409215
Belmont,CA,usa,37.5202145,-122.2758008
Berry Creek,CA,usa,39.6451637,-121.4032995
Bonita,CA,usa,32.6583258,-117.0352904
Bonsall,CA,usa,33.2889226,-117.2255903
Bridgeport,CA,usa,38.2557045,-119.2313932
Cayucos,CA,usa,35.4427511,-120.8921254
Coarsegold,CA,usa,37.2621686,-119.7009834
Corona del Mar,CA,usa,33.5978595,-117.8730142
Dixon,CA,usa,38.4454641,-121.8232958
Felton,CA,usa,37.0513374,-122.0732973
Firebaugh,CA,usa,36.8588376,-120.4560072
Huntington Park,CA,usa,33.9816812,-118.2250725
Idyllwild,CA,usa,33.7467471,-116.7152556
La Verne,CA,usa,34.1008426,-117.7678355
Lawndale,CA,usa,33.887237,-118.3525744
Laytonville,CA,usa,39.6882116,-123.4827942
Montara,CA,usa,37.5421617,-122.5160892
Norco,CA,usa,33.9311257,-117.548661
Pacoima,CA,usa,34.2767691,-118.4104684
Redwood Valley,CA,usa,39.2652491,-123.2041429
Ripon,CA,usa,37.7394537,-121.1354141
Salton Sea,CA,usa,33.3286185,-115.8434122
San Lorenzo,CA,usa,37.6793968,-122.1267054
Sierra Madre,CA,usa,34.1616729,-118.0528456
Sun Valley,CA,usa,34.2279298,-118.3812562
Walnut,CA,usa,34.0202894,-117.8653386
Weaverville,CA,usa,40.7309778,-122.9419708
Westlake Village,CA,usa,34.1466467,-118.8073729
Westwood,CA,usa,40.3059999,-121.0057931
Wrightwood,CA,usa,34.3608341,-117.6333884
Yountville,CA,usa,38.4015781,-122.3608105
Arbuckle,CA,usa,39.0173963,-122.0577477
Auberry,CA,usa,37.0807823,-119.4854113
Buellton,CA,usa,34.613597,-120.1926505
Burlingame,CA,usa,37.5778696,-122.34809
California City,CA,usa,35.125801,-117.9859038
Cardiff,CA,usa,33.0208265,-117.2788973
Carmel Valley,CA,usa,36.4799024,-121.7327931
Castaic,CA,usa,34.4890363,-118.6256552
Coachella,CA,usa,33.6803003,-116.173894
Corning,CA,usa,39.9276572,-122.1791556
El Sobrante,CA,usa,37.9771452,-122.2952474
Fillmore,CA,usa,34.3991639,-118.918154
Forestville,CA,usa,38.4735237,-122.8902721
Frazier Park,CA,usa,34.8227556,-118.9448219
Friant,CA,usa,36.9877274,-119.7118118
Garden Valley,CA,usa,38.8540675,-120.8593809
Geyserville,CA,usa,38.7074755,-122.9027647
Gridley,CA,usa,39.3637773,-121.6935833
Gustine,CA,usa,37.2577171,-120.9988154
Hacienda Heights,CA,usa,33.9930677,-117.9686755
Harbor City,CA,usa,33.7906551,-118.2965084
Jamestown,CA,usa,37.9532584,-120.4226952
Jenner,CA,usa,38.4497134,-123.1151969
Kerman,CA,usa,36.7235572,-120.059879
La Canada,CA,usa,34.2068182,-118.2000277
La Palma,CA,usa,33.8463218,-118.0461393
Loomis,CA,usa,38.8212889,-121.1930041
Los Osos,CA,usa,35.3072291,-120.8384093
Los angeles,CA,usa,34.0522342,-118.2436849
Lower Lake,CA,usa,38.9104546,-122.6102614
Ludlow,CA,usa,34.7211004,-116.1600117
Mendota,CA,usa,36.7535611,-120.3815574
Mission Hills,CA,usa,34.2722582,-118.4688776
Mojave Desert,CA,usa,35.0109911,-115.4733551
Orcutt,CA,usa,34.8652574,-120.4359966
Orleans,CA,usa,41.3009016,-123.5417933
Palos Verdes,CA,usa,33.7444613,-118.3870173
Point Mugu,CA,usa,34.0855624,-119.060935
Running Springs,CA,usa,34.2077859,-117.1092049
Santa Fe Springs,CA,usa,33.9472359,-118.0853451
Shingletown,CA,usa,40.4923784,-121.8891586
South El Monte,CA,usa,34.0519548,-118.0467339
Valley Center,CA,usa,33.2183701,-117.0341967
W. Sacramento,CA,usa,38.563094,-121.4887582
Warner Springs,CA,usa,33.2769753,-116.6494394
29 Palms,CA,usa,34.1355582,-116.0541689
Albany,CA,usa,37.886704,-122.2977557
Alpine,CA,usa,32.8350521,-116.7664109
Angels Camp,CA,usa,38.0677832,-120.5385299
Arleta,CA,usa,34.2504595,-118.4338345
Big Bear City,CA,usa,34.2611183,-116.84503
Boonville,CA,usa,39.0089749,-123.3671551
Calexico,CA,usa,32.6789476,-115.4988834
Catalina Island,CA,usa,33.3878856,-118.4163103
Chester,CA,usa,40.3062736,-121.2319098
Clear Lake,CA,usa,38.9582307,-122.6263728
Cobb,CA,usa,38.8334625,-122.720961
Delano,CA,usa,35.7688425,-119.2470536
Dinuba,CA,usa,36.5432837,-119.3870656
Earp,CA,usa,34.2128639,-114.213787
Elverta,CA,usa,38.7145064,-121.4628072
Fort Irwin,CA,usa,35.2628402,-116.6846351
Gonzales,CA,usa,36.5066295,-121.4443806
Grapevine,CA,usa,34.9416383,-118.9301004
Guerneville,CA,usa,38.5018575,-122.9961102
Hat Creek,CA,usa,40.8304382,-121.5135921
Hayfork,CA,usa,40.5543106,-123.1830839
Hercules,CA,usa,38.0171441,-122.2885808
Hilmar,CA,usa,37.4040942,-120.8504738
Imperial,CA,usa,32.8475528,-115.5694391
Jackson,CA,usa,38.3488023,-120.7741018
Janesville,CA,usa,40.2840423,-120.5394232
Julian,CA,usa,33.0786552,-116.6019637
June Lake,CA,usa,37.7797825,-119.0754232
Kentfield,CA,usa,37.9521465,-122.5571997
Kingsburg,CA,usa,36.5138398,-119.5540175
Lamont,CA,usa,35.2596833,-118.9142666
Loma Linda,CA,usa,34.0483474,-117.2611527
Lynwood,CA,usa,33.930293,-118.2114603
Magalia,CA,usa,39.8121058,-121.5783059
Marin,CA,usa,38.083403,-122.7633036
Mercey Hot Springs/Firebaugh,CA,usa,36.704514,-120.859787
Middletown,CA,usa,38.7524045,-122.6149853
Millbrae,CA,usa,37.5985468,-122.3871942
Mt. Laguna,CA,usa,32.8674653,-116.4187931
North Hills,CA,usa,34.235822,-118.4849365
Oak View,CA,usa,34.399996,-119.3001134
Ocean Beach,CA,usa,32.7494988,-117.2470353
Olivehurst,CA,usa,39.0954484,-121.5521858
